CaseID,Weight,AttentionToPolitics,StateOfRegistration,VoteInPrimary,HopefulAboutUS,AfraidAboutUS,OutragedAboutUS,AngryAboutUS,HappyAboutUS,WorriedAboutUS,ProudAboutUS,IrritatedAboutUS,NervousAboutUS,PresApproval,BidenTherm,TrumpTherm,DemPartyTherm,GOPPartyTherm,SCOTUSTherm,RConservatism,BidenConservatism,TrumpConservatism,SCOTUSAbortionUpset,GeerVCTYear,GeerLookup,HowManyChildren,RHHLaborUnion,RFemale,RLatino,RAge,REducation
219255,0.55660876,2,48,1,3,5,5,4,1,4,1,5,5,4,90,0,85,30,80,2,2,7,7,1970,NA,0,1,0,0,38,5
219262,0.617462718,2,47,0,5,2,1,2,4,1,4,2,2,1,30,100,15,50,70,6,2,6,1,1964,NA,0,0,0,0,56,4
219279,0.73018032,2,12,0,1,5,5,5,2,4,1,5,5,4,0,60,0,40,40,4,1,4,6,2012,NA,2,1,0,0,47,5
219286,1.617938541,2,34,1,1,4,4,4,1,4,1,5,4,4,85,0,70,40,65,4,4,7,6,1885,NA,0,0,0,1,31,4
219293,1.252357076,2,NA,0,3,2,2,2,3,2,2,2,2,1,50,70,60,85,85,2,5,6,5,1980,NA,2,0,1,1,27,3
219309,1.04066097,2,20,1,4,2,2,2,3,2,4,2,2,1,20,85,0,100,15,6,1,6,1,NA,NA,2,0,1,0,25,4
219316,0.793793494,3,12,1,3,1,3,3,1,1,1,3,1,4,50,0,30,0,80,2,4,7,7,2000,NA,0,0,1,0,NA,3
219323,1.423203779,1,27,0,1,5,5,5,1,5,1,5,5,4,85,0,85,15,85,4,6,1,4,1982,NA,0,0,1,0,49,2
219361,0.346367878,5,39,1,3,4,4,4,1,4,1,4,4,1,2,100,0,100,55,7,1,6,7,2001,NA,3,0,1,1,35,4
219378,0.330584672,2,39,0,2,3,4,4,1,3,1,4,4,4,80,6,60,10,60,3,4,5,6,1960,NA,0,0,0,0,62,3
219392,0.548816491,2,40,0,2,3,2,3,2,4,1,4,4,4,70,0,75,40,30,3,2,7,7,1940,NA,1,0,0,0,33,4
219422,0.629713435,1,17,1,3,2,3,3,2,3,2,3,3,4,70,15,70,30,40,2,3,5,6,NA,NA,0,0,1,0,49,3
219439,0.930928823,1,45,0,4,4,5,4,2,3,1,5,3,1,15,100,0,100,70,NA,1,6,4,1989,NA,0,0,1,0,64,3
219453,0.694945941,1,48,1,1,5,5,5,1,5,1,5,5,4,60,0,30,15,70,6,4,1,4,1997,NA,1,0,0,1,38,5
219477,0.389972648,2,12,0,2,3,4,4,2,4,2,4,4,4,15,30,15,60,70,6,1,7,1,1967,NA,2,0,1,0,NA,4
219484,0.829874338,2,48,1,2,4,3,3,2,4,2,4,3,4,70,0,60,15,60,3,3,6,7,1948,NA,NA,0,0,0,NA,4
219507,0.621892077,3,39,0,2,4,3,4,1,4,1,4,4,3,70,0,70,60,80,3,3,7,6,NA,NA,3,0,1,0,30,3
219514,0.80094605,2,39,0,4,1,2,2,3,3,2,2,1,1,0,70,0,85,85,6,2,4,4,1950,NA,3,1,0,0,36,4
219521,NA,2,13,0,3,4,4,4,1,4,2,4,4,1,50,85,30,70,-6,6,2,6,4,NA,NA,0,0,1,0,80,2
219552,0.641683658,4,48,1,1,5,5,5,1,5,1,5,5,4,85,0,85,30,70,4,7,1,4,1996,NA,3,0,1,1,42,3
219569,0.324004197,3,29,0,2,2,2,3,1,3,2,4,2,4,100,0,100,0,50,3,2,6,4,1960,NA,0,0,1,0,76,3
219576,0.324631942,3,29,1,5,1,1,1,5,1,5,1,1,1,0,100,85,0,50,6,1,7,6,2003,NA,1,0,1,0,37,4
219583,0.676155843,3,47,0,3,2,2,2,2,3,3,3,3,2,30,75,40,85,70,5,3,6,4,1982,NA,0,0,0,0,49,4
219590,1.122072954,1,16,0,2,5,5,5,1,5,1,5,5,4,60,0,65,0,70,1,3,7,7,1978,NA,0,0,0,0,27,4
219613,0.865146495,1,34,0,3,3,2,4,3,4,1,4,4,1,85,70,60,70,50,NA,6,2,1,1995,NA,0,0,1,0,73,3
219637,0.594942594,1,25,1,2,5,5,5,5,5,1,5,5,4,70,0,70,15,100,2,3,7,7,NA,NA,0,0,1,0,80,5
219644,0.640758083,1,37,0,3,3,3,3,3,3,3,3,3,1,0,100,0,60,70,6,1,6,1,1957,NA,2,0,0,0,35,3
219651,0.742156461,3,31,0,1,3,4,4,1,5,1,5,3,4,85,15,40,40,85,NA,NA,NA,7,1950,NA,0,0,1,0,59,3
219668,0.710701906,2,13,1,3,3,3,3,3,3,3,3,3,1,15,70,15,85,90,6,2,6,6,1812,NA,0,0,1,0,62,2
219675,1.313991319,1,13,0,1,5,5,5,1,5,1,5,5,4,85,0,100,0,0,7,4,1,7,1986,NA,1,0,0,0,38,2
219682,0.619777345,2,36,0,3,4,4,4,3,4,1,4,4,4,85,30,60,60,100,NA,4,1,6,NA,NA,0,0,1,0,75,3
219699,1.473027879,1,6,0,1,5,5,5,1,5,1,5,5,4,85,0,70,30,50,4,6,6,7,NA,NA,NA,0,0,0,62,3
219705,1.68961194,3,NA,0,4,4,4,4,1,4,1,4,4,1,50,100,50,50,70,6,2,4,4,2001,NA,0,0,1,0,51,2
219729,4.111438212,2,6,0,3,3,1,4,3,4,1,3,4,4,30,30,50,50,40,NA,4,5,7,2012,NA,2,0,1,0,24,3
219736,0.627742597,1,25,1,1,5,5,5,1,5,1,5,5,4,100,0,85,30,50,5,3,7,1,1985,NA,0,0,1,0,73,4
219743,0.362178209,1,12,1,4,3,4,4,3,4,4,5,3,1,15,100,0,70,85,6,2,7,1,NA,NA,0,0,0,0,72,4
219750,0.550902378,2,26,1,4,3,3,2,3,2,3,3,2,1,0,100,0,100,65,6,2,6,1,NA,NA,0,1,1,0,79,2
219767,0.680217188,3,6,1,4,1,1,2,4,1,4,2,1,1,30,85,0,85,50,2,2,1,2,2009,NA,2,0,1,1,41,3
219774,0.31460941,4,1,1,3,3,2,2,2,4,2,3,2,3,40,40,40,40,30,4,2,5,7,1992,NA,0,0,1,0,24,4
219781,0.602563514,1,51,0,5,5,4,4,2,4,4,3,3,1,0,100,0,100,70,7,1,7,1,1965,NA,2,1,1,0,35,3
219798,NA,1,27,0,2,2,2,2,2,2,2,3,3,1,40,85,40,85,-6,4,1,6,4,2016,NA,0,0,0,0,54,3
219804,1.87185401,4,NA,0,2,3,2,2,1,4,2,4,5,2,15,60,30,85,70,5,2,7,6,1994,NA,2,0,1,0,42,4
219811,0.849295988,3,51,0,3,3,3,3,3,3,3,3,3,3,40,40,40,40,60,4,2,6,5,2000,NA,1,0,1,0,32,5
219828,0.680666405,3,48,0,3,4,3,3,2,4,2,4,4,4,85,15,50,50,100,5,4,4,4,1990,NA,0,0,1,1,61,1
219835,2.115092046,1,37,0,5,1,3,3,3,2,2,1,1,1,0,100,0,100,0,NA,3,5,1,2019,NA,0,1,1,0,29,2
219859,0.731644418,1,8,1,1,5,5,5,1,5,1,5,5,4,100,0,70,0,0,2,3,6,7,1975,NA,0,0,0,0,61,5
219866,NA,3,34,1,4,3,4,3,3,3,3,4,3,4,85,15,85,15,-6,2,3,6,7,2012,NA,2,0,1,0,41,5
219873,0.482709625,2,48,0,4,2,3,3,3,4,4,2,3,1,50,85,50,85,85,4,5,6,1,2011,NA,0,0,0,1,62,2
219897,0.578762216,2,18,1,3,3,4,4,1,4,1,4,4,1,15,85,0,85,60,5,2,6,4,1968,NA,0,0,0,0,72,4
219903,0.934581352,3,39,0,1,2,2,1,1,3,1,2,4,3,70,40,50,40,90,5,3,6,5,2020,NA,0,0,1,0,52,3
219910,0.590369445,1,42,1,3,5,5,5,1,5,1,5,5,4,100,0,100,0,70,2,3,7,7,1912,NA,0,1,0,0,77,5
219927,2.891205828,2,53,0,3,3,3,3,3,3,3,3,3,1,50,85,40,85,60,6,2,6,4,1974,NA,1,0,0,0,49,1
219941,1.099483272,4,47,1,2,3,3,3,2,3,1,3,3,4,85,0,70,25,50,2,2,7,6,1967,NA,0,0,1,0,25,5
219958,0.289871776,1,36,0,5,5,5,5,1,5,3,5,5,1,0,100,0,85,60,7,1,6,1,2002,NA,0,0,0,0,77,4
219996,0.830749446,2,16,1,1,4,5,5,1,5,1,5,5,4,70,0,60,0,15,2,3,5,7,1985,NA,2,0,1,0,31,3
220002,0.795435689,3,16,0,3,2,1,1,3,2,3,2,1,1,15,85,50,70,70,NA,2,4,7,1900,NA,2,0,1,0,NA,3
220019,0.633180507,2,17,0,4,2,3,3,2,4,2,3,4,2,30,70,30,70,40,5,2,7,6,1956,NA,0,1,0,0,28,3
220026,1.793555538,4,55,0,2,4,2,3,3,4,3,4,3,4,60,24,55,55,40,3,2,6,7,1988,NA,0,0,0,0,26,4
220033,2.1192689750000002,4,NA,0,1,5,5,5,1,5,1,5,5,4,70,85,30,60,85,6,4,5,4,1896,2,1,0,1,0,32,3
220057,0.910191874,2,9,0,3,3,3,3,3,3,4,3,3,1,40,85,30,70,70,6,1,6,4,1900,NA,0,0,0,0,78,4
220064,0.368664513,2,NA,0,2,5,3,4,1,5,2,4,5,4,50,0,70,15,70,3,3,6,7,2017,NA,0,0,1,0,45,5
220071,0.872548792,2,6,1,3,2,4,4,1,5,1,5,4,4,70,0,70,40,40,3,3,7,5,1984,NA,2,0,0,0,58,5
220088,1.509434053,1,6,1,2,2,1,3,2,1,1,2,1,1,0,90,0,90,100,7,2,6,1,NA,NA,2,0,0,0,34,3
220095,2.101650435,1,42,0,2,4,4,2,3,5,3,5,4,2,NA,NA,NA,NA,60,4,3,4,1,1896,2,1,0,0,0,56,2
220101,0.70369676,2,39,0,4,2,3,3,4,1,4,3,2,2,60,70,60,85,100,NA,2,7,1,2015,NA,0,0,0,0,80,4
220118,1.632591716,4,NA,0,2,1,2,2,1,2,2,1,1,3,0,100,0,100,0,NA,7,7,4,1999,NA,2,0,0,0,27,1
220125,1.480722341,3,37,0,5,3,3,2,3,4,3,3,3,2,15,70,15,60,50,1,7,4,4,1956,NA,2,0,0,0,40,2
220149,0.514183416,1,50,1,2,4,4,3,1,4,1,3,5,4,70,0,70,15,50,2,3,7,6,1936,NA,1,0,0,0,39,2
220163,0.29057401,1,35,0,3,4,5,5,1,4,1,5,4,4,0,15,0,55,70,6,1,5,2,1850,NA,0,1,0,1,75,3
220170,1.27072426,3,15,1,3,2,2,2,3,3,4,2,3,1,15,70,20,20,25,3,4,4,4,2001,NA,2,0,0,0,50,3
220187,0.671950602,3,12,0,2,1,2,1,2,2,1,2,2,2,50,70,40,70,50,NA,3,4,4,1998,NA,3,0,1,0,34,3
220200,1.203478095,2,17,0,2,4,4,3,1,4,1,3,4,2,40,70,60,70,50,5,2,5,2,1972,NA,1,0,1,1,39,4
220217,1.091280527,2,12,0,3,4,4,4,3,4,3,5,4,1,0,65,40,50,50,6,1,4,1,2005,NA,0,0,0,0,23,3
220224,0.384670805,2,42,1,2,4,1,4,2,4,1,4,4,4,85,0,85,0,50,1,3,7,7,1776,NA,0,1,1,0,70,4
220231,1.210838303,2,40,0,2,2,2,2,2,2,3,2,3,4,70,15,50,50,70,4,3,5,4,1990,NA,0,0,1,0,56,5
220248,0.542976033,2,19,1,2,3,3,3,2,3,3,3,4,4,70,0,85,15,60,3,2,7,7,2001,NA,2,1,0,0,36,4
220286,0.653180303,2,17,1,2,4,2,3,1,4,3,4,4,4,70,0,60,30,70,2,2,5,5,2008,NA,1,1,1,0,46,5
220293,2.424283104,4,27,0,5,3,4,5,2,3,5,3,3,1,0,100,0,100,70,NA,1,5,1,1962,NA,0,0,0,0,25,2
220309,3.666001944,3,16,0,3,2,4,4,3,2,3,4,3,1,0,100,0,85,30,6,1,6,2,2006,NA,0,0,0,0,52,2
220316,1.135440169,4,NA,0,1,4,4,4,2,4,2,4,4,4,50,0,50,75,50,3,3,7,4,1982,NA,4,0,1,0,31,4
220323,NA,4,53,1,3,2,3,2,1,2,1,3,2,2,48,50,48,50,-6,4,2,6,4,NA,NA,2,0,0,0,49,5
220330,3.693777338,4,6,0,3,1,3,3,3,3,1,3,3,4,50,0,0,0,50,4,5,1,1,1989,NA,3,0,1,0,30,3
220347,1.297315559,2,37,1,2,3,4,4,1,4,1,4,4,4,NA,NA,50,30,70,5,3,6,5,NA,NA,0,0,0,0,73,4
220354,0.498010823,3,26,1,1,4,4,2,1,3,3,3,3,4,95,0,80,30,100,4,5,NA,1,1986,NA,0,0,1,0,66,2
220361,1.268063982,4,6,0,4,2,2,2,3,2,4,2,2,1,0,85,50,50,50,4,4,4,6,2008,NA,3,1,1,0,35,3
220378,0.657095492,1,36,1,1,4,5,5,1,4,1,5,4,4,15,60,0,15,85,7,2,6,4,NA,NA,0,0,1,0,61,3
220385,0.646247051,1,12,1,2,4,4,4,1,5,3,4,3,1,15,85,0,70,40,6,2,5,4,1900,NA,0,1,0,0,79,4
220392,0.799155763,4,42,1,2,4,4,5,1,5,1,5,5,4,60,15,60,20,80,3,4,7,7,2000,NA,2,0,1,0,41,5
220408,1.918773342,2,53,1,4,4,5,5,NA,5,1,5,5,4,77,0,50,50,98,4,2,7,7,NA,NA,NA,1,0,0,NA,NA
220439,1.504959123,2,48,1,1,4,4,4,2,4,2,4,4,4,70,15,50,30,40,4,2,6,6,1963,NA,0,0,1,0,54,NA
220446,1.418182526,3,20,1,2,3,2,3,2,4,2,3,4,4,85,0,70,40,50,3,3,6,4,1967,NA,0,0,1,0,22,3
220453,1.860022832,4,NA,0,4,3,3,3,4,3,3,3,1,2,0,60,50,50,50,4,4,4,4,1995,NA,0,0,0,0,22,3
220477,0.684630035,2,4,1,1,5,5,5,2,5,3,5,5,4,85,0,70,15,65,2,2,6,7,1990,NA,2,0,0,0,46,5
220484,0.505964274,2,24,0,2,5,4,4,1,5,1,5,5,4,85,0,60,15,40,3,3,7,7,2000,NA,3,0,0,0,41,4
220491,0.732020371,2,1,0,2,4,4,4,2,4,1,4,4,4,0,60,0,50,85,NA,2,2,1,1936,NA,0,0,1,0,64,3
220507,0.70323318,2,41,1,3,4,5,5,2,5,2,5,5,4,70,10,70,0,60,3,2,7,1,2020,NA,0,0,1,0,71,5
220514,3.213685247,2,NA,0,3,3,3,3,1,3,1,4,3,2,30,70,40,50,100,5,2,6,3,1974,NA,0,1,1,0,76,2
220521,0.713413761,2,8,1,4,5,5,5,2,4,1,4,4,1,0,100,0,70,80,6,2,5,6,1982,NA,2,0,1,0,36,5
220538,0.632524652,2,25,1,3,4,5,4,2,3,1,5,3,4,85,0,85,0,50,2,2,7,5,1950,NA,0,0,0,0,27,5
220552,0.82591884,1,48,1,3,4,5,5,2,4,2,5,4,4,100,0,80,0,40,2,5,5,7,2006,NA,2,0,0,0,54,4
220569,0.50156673,2,21,1,2,2,3,3,1,3,1,3,3,4,70,15,60,40,70,5,3,7,1,1954,NA,0,0,0,0,27,4
220576,1.693990674,2,28,0,5,4,5,4,3,4,3,4,4,4,85,30,85,50,70,NA,1,4,6,1950,NA,0,0,1,0,52,3
220590,0.878646054,2,40,1,2,4,4,4,2,4,2,4,4,4,100,0,100,15,70,4,5,5,4,2012,NA,1,1,0,1,50,1
220606,0.382007242,2,29,1,2,4,4,4,2,4,1,4,4,1,15,100,0,51,85,6,2,6,1,2020,NA,0,0,0,0,73,3
220613,0.688372736,1,17,0,1,5,4,4,1,4,1,5,4,4,90,0,60,25,50,4,3,6,5,1960,NA,0,0,0,0,62,5
220620,0.377773369,2,17,1,3,2,4,4,1,3,1,4,3,4,60,0,50,50,15,4,3,4,7,1967,NA,1,0,1,0,41,5
220637,1.657842379,3,16,0,2,4,4,4,2,4,1,2,4,2,30,15,15,30,90,3,6,6,7,NA,NA,2,0,1,0,34,5
220651,0.645198217,4,13,0,4,1,3,3,3,3,2,4,3,4,70,0,70,30,85,3,2,6,7,1898,NA,0,0,0,0,36,3
220682,0.858037656,2,28,1,5,3,5,1,1,5,5,5,3,1,0,100,0,100,NA,7,1,7,1,2020,NA,0,0,1,0,64,3
220699,1.481653727,2,18,0,4,3,3,4,3,3,3,3,2,1,0,100,0,100,5,4,1,3,4,2007,NA,0,0,0,0,53,3
220712,0.596669852,4,8,0,2,3,2,2,2,2,3,2,3,2,15,30,30,60,60,6,1,5,1,1954,NA,3,0,1,0,40,4
220729,0.526773196,4,6,1,3,4,5,5,1,4,2,5,5,4,15,30,0,60,85,6,2,5,5,1997,NA,0,0,1,0,68,4
220743,0.437959814,3,35,0,1,4,4,4,1,4,1,4,4,4,85,0,70,40,85,4,4,7,4,NA,NA,0,0,1,0,73,4
220750,0.517452172,1,12,1,2,5,5,5,1,5,1,5,5,4,85,0,98,0,30,2,2,6,7,2004,NA,0,1,0,0,67,4
220767,1.498310022,2,13,0,3,1,3,2,3,3,2,3,3,2,15,70,15,60,70,5,3,6,4,1960,NA,0,0,0,0,40,3
220774,1.077229352,1,39,0,2,3,5,5,2,3,4,5,2,1,0,100,0,85,100,6,1,7,1,1962,NA,0,0,0,0,62,2
220798,0.751103372,2,8,1,1,3,4,4,1,5,1,5,4,4,70,0,60,15,40,2,4,7,7,1973,NA,0,1,0,0,35,4
220804,NA,2,4,1,1,4,5,5,1,5,1,5,4,4,85,0,85,15,-6,2,2,7,7,NA,NA,0,0,1,0,72,4
220828,1.073002167,2,51,0,4,1,1,3,3,1,4,1,1,1,40,100,0,100,85,NA,2,6,4,2011,NA,0,0,0,0,71,2
220842,1.348096691,2,NA,0,3,3,3,2,1,2,1,5,3,1,0,100,0,100,60,NA,1,7,7,NA,NA,3,0,1,0,56,2
220859,NA,2,47,1,2,3,1,3,3,3,1,3,3,4,70,0,70,30,-6,4,4,1,4,1980,NA,2,0,0,0,41,2
220866,1.925463522,1,6,0,1,5,5,5,1,5,1,5,5,4,80,0,60,0,60,2,2,6,7,1950,NA,0,0,0,0,24,5
220880,0.585804398,2,36,0,4,1,2,1,4,1,4,2,1,1,50,100,50,100,50,NA,2,6,7,1975,NA,0,0,1,0,67,3
220897,0.441256433,2,47,1,3,5,5,5,1,5,1,5,5,4,100,0,85,0,40,1,2,1,6,1998,NA,0,0,1,0,72,5
220927,0.295204678,2,31,1,3,5,3,2,1,5,2,5,4,4,70,0,70,40,100,2,2,6,4,1900,NA,0,0,0,0,70,4
220934,0.626500088,2,13,0,2,2,3,4,2,2,1,4,3,4,70,15,60,30,40,3,2,7,6,1950,NA,0,0,1,0,30,5
220941,2.634722772,3,28,1,2,3,3,2,2,3,1,4,3,4,75,10,60,0,50,4,5,2,7,1978,NA,0,0,0,0,59,4
220958,0.603608338,1,4,1,1,4,4,3,1,3,1,2,2,4,100,0,100,15,50,4,4,6,4,2003,NA,0,0,1,1,61,2
220965,0.272872273,2,13,1,1,4,5,5,1,5,1,5,4,4,85,0,70,0,70,7,4,1,4,1972,NA,0,0,0,0,63,4
220989,1.303739764,5,49,0,3,5,1,3,2,2,1,4,2,4,85,0,70,50,40,NA,4,4,4,NA,NA,0,0,0,0,24,3
221012,1.109282214,1,27,0,1,1,1,1,1,1,5,1,1,2,66,69,44,56,60,4,2,6,6,1950,NA,0,0,0,0,34,4
221029,0.524813791,4,48,0,4,2,3,2,2,2,3,3,3,1,15,70,50,60,50,4,4,4,7,1969,NA,0,0,1,1,34,3
221036,3.191652605,4,22,1,2,5,4,4,1,5,1,5,5,4,85,10,85,50,60,4,4,2,4,1980,NA,1,0,1,0,38,3
221043,0.345636399,1,33,1,1,4,5,4,1,5,1,5,5,4,NA,NA,85,15,60,2,3,2,7,NA,NA,0,0,1,0,78,3
221050,0.426736395,2,21,0,3,3,4,4,1,3,1,5,3,2,40,60,30,60,70,5,2,6,1,1965,NA,0,0,0,0,62,3
221067,0.634965042,1,12,1,1,5,5,5,1,5,1,5,5,4,100,0,60,0,15,4,4,7,7,NA,NA,1,0,0,0,61,3
221074,1.326213289,2,8,0,1,3,5,4,1,4,1,4,4,1,15,85,15,30,50,4,1,5,4,1976,NA,0,0,1,0,44,4
221081,0.262295307,4,17,1,3,4,4,4,1,5,1,5,4,4,85,15,70,30,60,3,3,5,7,1900,NA,0,0,1,0,79,1
221098,1.717052358,4,53,1,1,4,1,3,1,4,1,4,3,1,NA,NA,50,50,50,4,4,4,4,NA,NA,0,1,1,0,62,2
221104,0.784479208,1,9,1,2,5,5,5,1,5,1,5,5,1,0,100,0,85,70,7,1,7,1,1950,NA,0,0,0,0,72,3
221111,0.327616359,2,36,1,2,3,3,3,2,3,2,3,3,1,0,100,15,85,100,7,1,6,6,1950,NA,0,1,1,0,73,3
221128,0.420099538,3,18,1,3,4,4,4,1,4,1,5,4,4,85,10,85,35,70,NA,2,6,4,1989,NA,0,0,0,0,77,3
221142,0.672869987,2,27,1,4,5,4,4,1,5,2,5,5,4,85,0,80,5,75,2,4,5,7,1985,NA,0,0,0,0,29,4
221159,1.490387047,4,48,1,4,3,3,3,4,4,4,3,3,1,40,100,NA,NA,60,NA,3,7,1,2020,NA,3,0,1,0,51,3
221166,0.406567254,1,17,1,5,2,3,3,1,2,2,3,2,2,60,30,0,40,100,3,2,5,7,2019,NA,0,0,0,0,70,4
221173,0.273289768,2,6,1,1,4,5,4,1,4,1,5,4,4,70,0,85,0,30,2,2,7,7,2019,NA,0,0,0,0,70,5
221180,0.553853359,2,42,1,1,4,5,5,1,5,2,5,4,4,100,0,85,15,100,2,3,6,6,1900,NA,0,0,1,0,67,5
221210,0.693674289,3,30,1,5,2,5,5,4,4,5,5,2,1,0,100,0,70,85,7,1,6,1,1975,NA,3,1,1,0,44,3
221234,0.407201783,3,6,1,3,3,4,4,1,3,2,4,3,4,100,0,100,0,100,2,2,4,7,1950,NA,0,1,1,0,73,NA
221265,1.44230828,2,28,1,5,5,5,5,1,5,1,5,5,4,100,30,85,15,100,NA,7,1,6,NA,NA,0,0,1,0,65,1
221272,0.966560954,2,47,1,2,3,5,5,1,5,1,5,4,1,0,100,10,75,70,7,2,6,1,1934,NA,0,0,0,0,56,4
221289,1.117950483,4,6,1,4,3,4,4,4,4,2,4,4,1,15,85,0,100,50,NA,1,6,4,1920,NA,2,0,0,0,60,2
221296,0.849715215,2,35,1,1,4,5,4,1,5,1,5,5,4,85,0,100,0,0,2,3,2,7,1983,NA,0,0,0,1,47,3
221302,NA,1,11,0,2,4,5,5,2,5,2,5,5,4,70,0,70,15,-7,2,2,6,7,1954,NA,2,0,0,0,49,5
221319,0.687619375,2,28,0,4,3,5,3,3,3,3,5,3,1,15,85,15,100,85,7,1,6,1,1959,NA,3,0,1,0,43,NA
221326,1.53044659,3,12,1,3,3,4,2,2,3,2,4,3,1,0,100,0,85,85,6,1,6,1,1942,NA,0,0,0,0,62,1
221333,NA,1,6,1,4,3,3,4,3,3,4,3,5,1,0,85,15,85,-6,6,1,5,2,1997,NA,0,0,1,0,61,3
221340,0.829215786,2,32,0,5,5,4,4,2,5,1,5,5,2,15,85,0,85,85,NA,1,6,7,1895,NA,0,0,1,1,44,5
221357,2.708657912,3,NA,0,1,3,5,5,1,5,1,5,5,4,0,0,70,0,85,NA,4,2,4,NA,NA,0,0,1,1,25,3
221364,1.135125362,4,36,0,2,3,4,2,1,2,2,4,3,1,0,70,0,85,50,NA,2,6,6,1977,NA,0,0,0,0,43,2
221371,0.857550159,2,6,1,3,2,1,2,3,3,2,3,2,4,70,20,60,40,80,5,4,6,7,1977,NA,0,0,0,0,54,3
221388,4.708118825,3,NA,0,3,5,4,3,1,3,3,4,4,4,25,30,50,50,50,3,4,4,4,1978,NA,0,0,0,0,31,4
221395,0.751877586,2,12,0,2,1,3,2,2,2,2,3,1,3,20,25,30,30,70,3,2,5,2,1985,NA,0,0,0,0,60,5
221401,0.766768223,2,51,0,2,2,1,3,3,1,2,3,1,2,60,70,15,66,90,5,3,6,4,1967,NA,0,1,0,0,35,4
221418,0.569525859,3,6,1,3,5,3,2,2,5,1,5,5,4,70,15,60,15,70,4,4,6,7,2000,NA,2,0,1,0,47,5
221425,0.519041257,1,42,1,3,4,2,4,3,4,2,3,4,1,NA,NA,NA,NA,NA,7,2,6,1,NA,NA,0,0,0,0,80,5
221432,0.479772275,3,53,1,1,4,4,4,2,4,2,4,4,4,40,0,40,30,60,3,2,6,6,1987,NA,0,0,1,0,54,4
221449,1.156637363,1,39,0,4,5,5,5,3,4,3,5,5,1,13,100,0,80,78,5,1,6,4,2005,NA,0,1,0,0,28,3
221456,1.454923802,1,37,0,1,4,4,4,1,4,1,4,4,4,100,0,85,15,60,2,4,6,7,1952,NA,0,0,1,0,60,2
221463,0.316042237,1,17,0,1,5,5,5,1,5,1,5,5,4,70,0,70,0,15,1,2,7,7,1970,NA,0,0,0,0,63,4
221470,0.321030515,2,37,1,3,4,2,4,1,4,1,3,3,1,40,100,0,100,60,6,2,7,4,1965,NA,0,0,1,0,69,2
221487,NA,2,27,1,1,5,5,5,1,5,1,5,5,4,100,0,90,0,-7,2,4,6,4,1980,NA,0,1,0,0,NA,4
221494,0.543454229,2,39,1,3,2,2,3,3,2,2,2,2,4,70,0,60,15,60,3,2,6,7,2001,NA,0,0,1,0,62,3
221500,0.338541628,3,5,0,3,3,2,3,2,4,2,5,3,1,50,85,40,85,70,NA,7,2,4,1965,NA,0,0,1,0,NA,3
221517,0.411827781,4,NA,0,1,3,4,4,1,4,1,4,4,4,50,0,50,50,60,2,4,6,4,1990,NA,1,0,1,1,41,3
221531,1.254917737,1,13,1,1,4,5,4,1,5,1,4,5,4,100,0,100,0,60,2,2,7,6,1896,1,2,0,1,0,55,3
221548,0.31602942,2,24,1,2,4,5,5,1,4,1,4,4,4,70,0,85,30,60,2,3,7,6,2000,NA,0,0,1,0,33,5
221555,2.368809187,3,NA,0,2,2,4,3,1,3,1,4,3,4,40,0,70,30,50,NA,2,7,6,1900,NA,1,0,0,0,21,3
221562,1.62880058,2,17,0,2,3,4,4,1,4,1,4,4,1,10,80,10,70,60,6,2,7,4,1958,NA,2,0,0,0,36,3
221579,0.62152889,2,34,0,1,3,3,2,2,3,2,4,3,2,60,60,15,40,100,4,2,6,7,NA,NA,3,0,1,0,43,5
221586,0.742437476,4,33,0,3,5,5,5,2,3,2,5,5,4,90,0,95,0,70,4,2,7,7,1998,NA,0,0,1,0,63,4
221593,1.032057765,2,37,1,1,5,5,5,1,5,1,5,5,4,85,0,85,30,65,3,3,7,4,1988,NA,0,0,0,0,45,2
221609,0.293198225,2,27,0,1,5,4,4,2,5,1,4,5,4,3,5,0,0,50,3,6,6,6,NA,NA,NA,0,0,0,37,3
221616,3.096666779,2,39,1,4,2,1,2,4,1,4,3,1,1,0,100,0,85,85,7,1,6,4,2000,NA,0,1,0,0,32,2
221623,0.313945951,4,20,0,3,3,3,4,3,2,2,3,4,4,NA,50,100,50,70,2,2,2,4,1990,NA,0,0,1,0,42,3
221647,0.361721311,2,6,1,2,3,3,3,2,4,2,3,4,4,100,15,100,50,85,2,2,6,7,NA,NA,0,0,1,0,64,3
221661,NA,2,49,0,2,2,2,2,2,4,2,4,3,4,0,15,50,50,-6,4,4,4,4,1980,NA,2,0,0,0,35,1
221678,3.168205862,1,37,1,1,5,3,3,1,5,1,5,4,4,100,0,100,0,0,NA,2,7,5,1800,NA,0,1,0,0,34,2
221692,0.837289682,2,55,1,2,3,3,3,3,3,1,4,3,1,0,70,0,60,85,6,1,6,4,1974,NA,3,0,0,0,48,3
221708,1.125603606,3,53,1,2,4,4,4,2,4,2,4,3,4,85,0,85,40,30,2,2,7,7,1960,NA,2,0,1,0,39,3
221715,0.598697668,2,48,0,4,3,3,2,4,2,4,3,2,1,NA,100,50,100,60,4,5,2,4,1991,NA,0,0,0,1,59,2
221739,0.678533854,3,17,0,1,5,5,5,1,5,1,5,5,4,100,0,100,0,70,2,3,4,4,1947,NA,0,0,1,0,69,3
